Run_Number,Disk.mdot(msol/yr),Wind.mdot(msol/yr),KWD.d(in_units_of_rstar),KWD.mdot_r_exponent,KWD.acceleration_length(cm),KWD.acceleration_exponent,Intergated Flux,Mean,Median,Mode,Stdev,Skewness,Kurtosis,"Flat Spectrum (1=True, 0=False)"
30.0,3e-09,9e-11,5.5,0.0,7251820000.0,0.5,-4.124335122389092,-745.2738582342814,-2.506682043962436,1379.594961259484,1580.1217631590412,-0.009869591023613145,,1
31.0,3e-09,9e-11,5.5,0.0,7251820000.0,1.5,-2.928975293957365,-1100.66290821645,-2.8222883430468952,390.1566360092785,1713.8413551256813,0.41405532847608595,,1
32.0,3e-09,9e-11,5.5,0.0,7251820000.0,4.5,72.37480997901594,80.42720165002761,-2.016029944496111,435.8370757715209,622.7651107091644,1.4554318467061302,,0
33.0,3e-09,9e-11,5.5,0.0,72518200000.0,0.5,-4.0687363184913306,-789.4342368038338,-2.164059320161482,1379.594961259484,1627.0211968387778,0.06958002105654147,,1
34.0,3e-09,9e-11,5.5,0.0,72518200000.0,1.5,65.15514257934421,79.46704258560167,-1.3066209517395992,435.8370757715209,586.7892504688037,1.6129024312525608,,0
35.0,3e-09,9e-11,5.5,0.0,72518200000.0,4.5,349.4181814627525,31.877948266379228,3.0971902678035415,206.52126816508564,496.84495633094383,0.7301542721492329,,0
36.0,3e-09,9e-11,5.5,0.25,725182000.0,0.5,-4.707137459776689,-656.8892090722533,-3.116074513309096,1379.594961259484,1555.1269108334534,-0.07659140058340555,,1
37.0,3e-09,9e-11,5.5,0.25,725182000.0,1.5,-4.441059926757159,-698.8318308785464,-0.5549018675055722,1379.594961259484,1573.003116209964,-0.0045976175363555095,,1
38.0,3e-09,9e-11,5.5,0.25,725182000.0,4.5,-2.894616233822168,-1000.9433231858214,-4.1877800653724515,1379.594961259484,1641.4986135220997,0.27800431070641823,,1
39.0,3e-09,9e-11,5.5,0.25,7251820000.0,0.5,-4.155959541836712,-713.4534586428917,-1.1541403870155515,1379.594961259484,1585.1268663986689,-0.0005430697981932076,,1
40.0,3e-09,9e-11,5.5,0.25,7251820000.0,1.5,-2.5583894862028798,-1240.2589421400305,-2.876281194237502,390.1566360092785,1786.7476968194194,0.6282461997477827,,1
41.0,3e-09,9e-11,5.5,0.25,7251820000.0,4.5,102.62169500309258,54.7462153017558,0.706135635631943,435.8370757715209,782.2967195325278,0.17266661348914417,,0
42.0,3e-09,9e-11,5.5,0.25,72518200000.0,0.5,-3.87741918854438,-806.755989813991,-2.608689939509638,1379.594961259484,1660.8995822292861,0.1408498257070724,,1
43.0,3e-09,9e-11,5.5,0.25,72518200000.0,1.5,83.79309959279865,70.81720036220204,0.3714803657790964,435.8370757715209,692.477609741483,0.5337339022163976,,0
44.0,3e-09,9e-11,5.5,0.25,72518200000.0,4.5,443.56357541142347,25.870490362665688,0.7101245655783288,206.52126816508564,594.0117707981419,0.16165296976879817,,0
45.0,3e-09,9e-11,5.5,1.0,725182000.0,0.5,-4.976367357818601,-614.0137817741471,-0.5694455323465901,1379.594961259484,1555.6652374984064,-0.11161528160846526,,1
46.0,3e-09,9e-11,5.5,1.0,725182000.0,1.5,-4.8958976143370965,-677.7402081190883,-5.381922711726695,1379.594961259484,1522.8585691624028,-0.04832741618389491,,1
47.0,3e-09,9e-11,5.5,1.0,725182000.0,4.5,2.8109234104241114,822.0510380023882,-2.1362616663017917,1379.594961259484,,,,1
48.0,3e-09,9e-11,5.5,1.0,7251820000.0,0.5,-4.698536536736684,-618.2532756167495,-3.9069043535066337,1379.594961259484,1539.6407856209842,-0.08292525445433348,,1
49.0,3e-09,9e-11,5.5,1.0,7251820000.0,1.5,1.931542510375806,1306.0395260475068,-4.585522283517493,1379.594961259484,,,,1
50.0,3e-09,9e-11,5.5,1.0,7251820000.0,4.5,212.83921938303425,-28.05895127954461,-1.1458280042005788,550.9517839723918,1279.6557842457612,-0.3698970190929217,,0
51.0,3e-09,9e-11,5.5,1.0,72518200000.0,0.5,-4.102205076652876,-736.9908595676515,-3.0116613762670474,1379.594961259484,1545.6174425020943,-0.08128032548882912,,1
52.0,3e-09,9e-11,5.5,1.0,72518200000.0,1.5,159.29602831508237,-12.41426470702976,1.6099717440102128,619.4724436157554,1264.0624896104,-0.3633641628343737,,0
53.0,3e-09,9e-11,5.5,1.0,72518200000.0,4.5,514.8906962510063,-6.1523179634824325,6.287081018716325,252.65851232496044,1078.4349397965668,-0.3406585292269331,,0
54.0,3e-09,9e-11,55.0,0.0,725182000.0,0.5,-4.750695985115098,-652.9789003687318,-1.9353968987141295,1379.594961259484,1544.706442489703,-0.1084650501240874,,1
55.0,3e-09,9e-11,55.0,0.0,725182000.0,1.5,-4.603673269857892,-701.5914497679483,-1.1395622342453637,1379.594961259484,1551.360492713269,-0.09286914975134512,,1
56.0,3e-09,9e-11,55.0,0.0,725182000.0,4.5,-0.5022313336965362,-7483.024121563644,-3.2465972229189446,390.1566360092785,,,,1
57.0,3e-09,9e-11,55.0,0.0,7251820000.0,0.5,-4.593829911066443,-712.1614370224161,-2.9790200567803606,1379.594961259484,1552.5249944294094,-0.10340469483285986,,1
58.0,3e-09,9e-11,55.0,0.0,7251820000.0,1.5,-1.163829852001995,-2797.4721340822502,-4.734572697359205,390.1566360092785,1228.084095704194,6.44574693135989,,1
59.0,3e-09,9e-11,55.0,0.0,7251820000.0,4.5,77.73716765739285,60.12174011430896,-1.4306598728496325,550.9517839723918,730.7293552532888,0.6270596041124786,,0
60.0,3e-09,9e-11,55.0,0.0,72518200000.0,0.5,-3.9702883148055568,-745.3695776233844,-3.2932595452492794,1379.594961259484,1595.7747504150602,-0.0010682024125503939,,1
61.0,3e-09,9e-11,55.0,0.0,72518200000.0,1.5,58.142831653910235,70.25845865945155,-2.909558387667846,390.1566360092785,607.4171810904387,1.7519308272019605,,0
62.0,3e-09,9e-11,55.0,0.0,72518200000.0,4.5,470.6107915313171,22.750621692607318,1.1664803254362726,344.4761962470361,640.3344680686381,0.17657944671669756,,0
63.0,3e-09,9e-11,55.0,0.25,725182000.0,0.5,-4.833107642503883,-657.7642992910314,-2.4643181562360503,1379.594961259484,1548.731602297383,-0.1219385710756938,,1
64.0,3e-09,9e-11,55.0,0.25,725182000.0,1.5,-4.641171052259375,-705.2076658611264,-1.0627196348732537,1379.594961259484,1533.3060281392457,-0.10197597104894933,,1
65.0,3e-09,9e-11,55.0,0.25,725182000.0,4.5,-0.6382451116398293,-5178.838945744615,-0.6989098665162309,390.1566360092785,,,,1
66.0,3e-09,9e-11,55.0,0.25,7251820000.0,0.5,-4.5674771780790575,-692.5992468302813,-5.182769721112249,1379.594961259484,1528.0191655268634,-0.11527771427266088,,1
67.0,3e-09,9e-11,55.0,0.25,7251820000.0,1.5,-1.2044147993853007,-2830.9780255091446,-2.0688137382345584,390.1566360092785,745.5649937504644,11.868268206153756,,1
68.0,3e-09,9e-11,55.0,0.25,7251820000.0,4.5,105.87259593355117,38.11063900908226,0.6535963036624926,550.9517839723918,854.347605686521,0.1441992402687331,,0
69.0,3e-09,9e-11,55.0,0.25,72518200000.0,0.5,-4.023270673043854,-728.9476214175833,-5.991963406433983,1379.594961259484,1542.5220572802853,-0.06179017710693888,,1
70.0,3e-09,9e-11,55.0,0.25,72518200000.0,1.5,74.60315651843645,54.53033818849546,-4.188424080380782,550.9517839723918,768.1899923382344,0.42400275764223805,,0
71.0,3e-09,9e-11,55.0,0.25,72518200000.0,4.5,561.7534651085173,17.33150336196034,2.138384825446998,344.4761962470361,766.988586324693,-0.0338560839760239,,0
72.0,3e-09,9e-11,55.0,1.0,725182000.0,0.5,-5.39932904084092,-603.9485885334802,0.8628205082166864,1379.594961259484,1552.734842693163,-0.11670733683151441,,1
73.0,3e-09,9e-11,55.0,1.0,725182000.0,1.5,-5.269040313728176,-663.5616075263135,-4.177938749257997,1379.594961259484,1539.3794601504023,-0.07600152272767695,,1
74.0,3e-09,9e-11,55.0,1.0,725182000.0,4.5,4.7874653773524125,525.0271310566376,0.8799690885243583,1379.594961259484,733.119626460672,6.128523863201993,,1
75.0,3e-09,9e-11,55.0,1.0,7251820000.0,0.5,-5.3657560392214645,-601.8507579788765,-1.086439600406925,1379.594961259484,1547.9430263554798,-0.09544382035102314,,1
76.0,3e-09,9e-11,55.0,1.0,7251820000.0,1.5,2.0788804720808045,1069.659338260167,-2.347417108926355,1379.594961259484,,,,1
77.0,3e-09,9e-11,55.0,1.0,7251820000.0,4.5,205.4881434182152,70.73106638629622,10.84286978708149,0.9592892349947929,1458.3443690716697,-0.059857687679657254,,0
78.0,3e-09,9e-11,55.0,1.0,72518200000.0,0.5,-4.547685502340437,-548.9124486601144,-3.6220901676516117,1726.309499054869,1494.0111505509374,-0.16692893907313197,,1
79.0,3e-09,9e-11,55.0,1.0,72518200000.0,1.5,172.27345093876198,78.73672169230163,12.564373315082705,874.3692974890647,1350.1445623013249,-0.028885408955218485,,0
80.0,3e-09,9e-11,55.0,1.0,72518200000.0,4.5,650.1243525552795,-34.35452073009473,-3.9007747963848534,550.9517839723918,1124.2497553536575,-0.3004135977736981,,0
81.0,3e-09,3e-10,0.55,0.0,725182000.0,0.5,-3.5098390408731945,-848.342094746655,-1.9809113035093093,1379.594961259484,1616.236679000475,0.021214546885880963,,1
82.0,3e-09,3e-10,0.55,0.0,725182000.0,1.5,-3.6605474416584993,-686.6278059217559,-4.636814567734598,1379.594961259484,1662.1220472377663,-0.12028521822462668,,1
83.0,3e-09,3e-10,0.55,0.0,725182000.0,4.5,-3.459929157891962,-832.627299212084,-5.809969401003511,1379.594961259484,1532.8732498072266,-0.13876982649392647,,1
84.0,3e-09,3e-10,0.55,0.0,7251820000.0,0.5,-2.7005361125223053,-1078.1926854254893,-0.6405731349110694,1379.594961259484,1650.9516289082137,0.2039148255912079,,1
85.0,3e-09,3e-10,0.55,0.0,7251820000.0,1.5,-3.1292071824836083,-1005.4213407912632,-6.285248710297019,1379.594961259484,1503.5413530755488,-0.04260207263030738,,1
86.0,3e-09,3e-10,0.55,0.0,7251820000.0,4.5,89.15832174081135,179.30959472939156,12.299875359918982,459.1341000502745,848.9114279346733,-0.3272047197837517,,0
87.0,3e-09,3e-10,0.55,0.0,72518200000.0,0.5,-1.0732045261624905,-2653.2277161961288,-2.259824267271803,390.1566360092785,1628.447269657287,3.7315735032393147,,1
88.0,3e-09,3e-10,0.55,0.0,72518200000.0,1.5,125.40201502764984,94.6726415110886,6.578662687494027,344.4761962470361,629.5117402725408,0.2492357971017051,,0
89.0,3e-09,3e-10,0.55,0.0,72518200000.0,4.5,341.33977097551184,54.54073040957307,14.85877491934055,138.00060852172203,594.6219652282044,0.019804302286048694,,0
90.0,3e-09,3e-10,0.55,0.25,725182000.0,0.5,-3.165096822109332,-872.0383257916764,-3.747054660951585,1379.594961259484,1629.2184543991573,0.053033284374088725,,1
91.0,3e-09,3e-10,0.55,0.25,725182000.0,1.5,-3.8256475123635254,-388.10775161172324,-1.2344671648458014,3448.462078091441,1702.5226622267999,-0.3021684106051036,,1
92.0,3e-09,3e-10,0.55,0.25,725182000.0,4.5,-2.313843708256319,-1145.6232008099996,-5.010245981213229,1379.594961259484,1485.1435144280194,-0.22300885773702955,,1
93.0,3e-09,3e-10,0.55,0.25,7251820000.0,0.5,-2.3214598452595503,-1107.7112926885095,-3.3519428737086012,1379.594961259484,1718.0251059411125,0.30480637469509353,,1
94.0,3e-09,3e-10,0.55,0.25,7251820000.0,1.5,-0.9582790033543948,-3609.3061516672265,-1.0552081764542103,1379.594961259484,,,,1
95.0,3e-09,3e-10,0.55,0.25,7251820000.0,4.5,202.86563184156566,85.56882040968623,20.525129614831375,459.1341000502745,917.4658924729325,-0.48337761631902176,,0
96.0,3e-09,3e-10,0.55,0.25,72518200000.0,0.5,0.3979716212045491,6638.59687184607,-5.459397272113465,-570.0462077930353,,,,1
97.0,3e-09,3e-10,0.55,0.25,72518200000.0,1.5,182.36483671024178,93.91236424874639,16.13293361389302,344.4761962470361,791.2231811806729,-0.268204421431982,,0
98.0,3e-09,3e-10,0.55,0.25,72518200000.0,4.5,451.25707877214603,36.84002419182446,13.441699185706383,138.00060852172203,650.4785563771231,-0.39279715189645226,,0
99.0,3e-09,3e-10,0.55,1.0,725182000.0,0.5,-2.727102477499294,-655.6960308183507,1.1094946324129973,1379.594961259484,1515.8842581175447,-0.08510789927625648,,1
100.0,3e-09,3e-10,0.55,1.0,725182000.0,1.5,-3.864962407170869,-22.86123341083588,-4.731381421314783,-3235.0430635222638,1587.8600330832871,-0.33776245528515003,,1
101.0,3e-09,3e-10,0.55,1.0,725182000.0,4.5,-2.775117265255654,-964.5292141114874,0.7518071125633439,-2786.917949454648,428.2813270701322,-48.607600977113805,,1
102.0,3e-09,3e-10,0.55,1.0,7251820000.0,0.5,-1.5145273504172407,-981.5000576396337,-1.101269940228307,390.1566360092785,1937.1070980802076,0.26894592003895507,,1
103.0,3e-09,3e-10,0.55,1.0,7251820000.0,1.5,16.800422893946568,350.1562377328021,-1.6832744198843066,826.4048357387018,1119.1922300878869,-0.19477748146298518,,1
104.0,3e-09,3e-10,0.55,1.0,7251820000.0,4.5,171.97502129739576,11.381669554327042,12.626621048850293,481.97431993139577,938.2248166044023,-0.5293101233607737,,0
105.0,3e-09,3e-10,0.55,1.0,72518200000.0,0.5,10.25938757225392,245.44586779203203,-2.12168460757204,-843.2152375712665,580.676888274829,11.756609792952432,,1
106.0,3e-09,3e-10,0.55,1.0,72518200000.0,1.5,258.10202876034356,27.30901531228811,16.414338674783163,321.17917196832406,931.3581926218541,-0.4344964280377268,,0
107.0,3e-09,3e-10,0.55,1.0,72518200000.0,4.5,615.5265679848825,17.1720223683909,13.095682167130859,115.16038864060081,473.83619697703966,-0.4187928847249407,,0
108.0,3e-09,3e-10,5.5,0.0,725182000.0,0.5,-3.1264827267016004,-1014.3923897555811,-1.6280375055072975,1379.594961259484,1589.2834423151814,0.10907120305280071,,1
109.0,3e-09,3e-10,5.5,0.0,725182000.0,1.5,-2.4320172744874977,-1329.8469264127223,-2.512452493270013,1379.594961259484,1518.1706018654731,0.515428288638551,,1
110.0,3e-09,3e-10,5.5,0.0,725182000.0,4.5,1.6054732290745406,2375.293460278945,-3.557017180469056,390.1566360092785,,,,1
111.0,3e-09,3e-10,5.5,0.0,7251820000.0,0.5,-1.7825514653206507,-1598.5730430518065,-1.324263349722,619.4724436157554,1569.627801484713,0.8859948247257793,,1
112.0,3e-09,3e-10,5.5,0.0,7251820000.0,1.5,13.820126876153843,403.60451776998457,0.14559638640618988,527.6547596936381,,,,0
113.0,3e-09,3e-10,5.5,0.0,7251820000.0,4.5,166.65486970026956,20.72579743841934,2.7346059093436472,412.99685589039973,774.4154116024199,0.06214837507622647,,0
114.0,3e-09,3e-10,5.5,0.0,72518200000.0,0.5,2.3910797969921465,1553.6812435583322,-2.0563411283361157,390.1566360092785,,,,1
115.0,3e-09,3e-10,5.5,0.0,72518200000.0,1.5,185.55382840649568,29.856397567616103,0.7221410814350933,344.4761962470361,674.1097551797934,0.3037883685158991,,0
116.0,3e-09,3e-10,5.5,0.0,72518200000.0,4.5,586.257622328987,20.378789916236297,4.051022398233023,160.84082840284321,584.0911561855556,0.06613110200283408,,0
117.0,3e-09,3e-10,5.5,0.25,725182000.0,0.5,-3.1507603131480875,-913.0481386492947,-4.16399446487102,1379.594961259484,1602.9650076799674,0.11267684734777061,,1
118.0,3e-09,3e-10,5.5,0.25,725182000.0,1.5,-2.24398599935295,-1465.0472603623791,-1.8957855982226248,619.4724436157554,1408.4882566729354,0.6892329090553542,,1
119.0,3e-09,3e-10,5.5,0.25,725182000.0,4.5,4.932328231573569,796.0429556972144,-5.445308364301143,619.4724436157554,,,,1
120.0,3e-09,3e-10,5.5,0.25,7251820000.0,0.5,-1.4030686462862443,-1919.3624656104923,-2.3171512223532917,390.1566360092785,1348.8968212676875,1.0234300898284145,,1
121.0,3e-09,3e-10,5.5,0.25,7251820000.0,1.5,16.399621543082183,306.3534397587568,-2.450833186893323,527.6547596936381,124.33578007058777,818.3778433701832,,1
122.0,3e-09,3e-10,5.5,0.25,7251820000.0,4.5,238.30058143957268,-2.5818728300731615,0.7898894585782412,412.99685589039973,936.6583730675854,-0.22170720448656844,,0
123.0,3e-09,3e-10,5.5,0.25,72518200000.0,0.5,2.4079696322089252,1431.6713103415627,-4.524528374641825,390.1566360092785,,,,1
124.0,3e-09,3e-10,5.5,0.25,72518200000.0,1.5,248.1776364962866,15.603446398716297,3.4090184236266112,344.4761962470361,821.6791479569908,-0.13183216187234997,,0
125.0,3e-09,3e-10,5.5,0.25,72518200000.0,4.5,768.2196405476828,9.11302225879929,4.502316468007698,160.84082840284321,711.4287719846575,-0.2611172359255928,,0
126.0,3e-09,3e-10,5.5,1.0,725182000.0,0.5,-4.820234921045781,-549.530560511011,-3.09057264025049,1379.594961259484,1502.9630611766522,-0.15618204691705592,,1
127.0,3e-09,3e-10,5.5,1.0,725182000.0,1.5,-5.08668561237062,-827.8964363562505,-2.8933556621417904,1379.594961259484,1494.2078123557585,0.11280906204571976,,1
128.0,3e-09,3e-10,5.5,1.0,725182000.0,4.5,64.28004160783148,-7.02444063478263,-4.799689722064491,1379.594961259484,1334.5922875650926,-0.37264360904565375,,0
129.0,3e-09,3e-10,5.5,1.0,7251820000.0,0.5,-4.004095207859688,-651.0433834979112,-1.0875348058988141,1379.594961259484,1578.304264420812,-0.08476255732579518,,1
130.0,3e-09,3e-10,5.5,1.0,7251820000.0,1.5,57.60665737623409,7.801869017837541,-1.7957219962198177,964.8165682182847,1285.5409743190614,-0.2938731188232018,,1
131.0,3e-09,3e-10,5.5,1.0,7251820000.0,4.5,316.7278256278269,-37.72062515115364,-3.6190085272256494,-113.69861456824363,1189.4054772591958,-0.35388132967447833,,0
132.0,3e-09,3e-10,5.5,1.0,72518200000.0,0.5,0.4874074719559769,7198.916692586316,-3.962528539588325,390.1566360092785,,,,1
133.0,3e-09,3e-10,5.5,1.0,72518200000.0,1.5,340.4507006948383,-18.81943833942007,0.6063428640602153,-136.53883444936483,1188.4153239897385,-0.3800599436323382,,0
134.0,3e-09,3e-10,5.5,1.0,72518200000.0,4.5,1027.9943402983417,0.3109129455784428,11.084443768076296,206.52126816508564,789.7613710273546,-0.4456424639185502,,0
135.0,3e-09,3e-10,55.0,0.0,725182000.0,0.5,-3.1160747690275334,-879.8846087076009,-2.333891377613304,1379.594961259484,1321.9242442426307,-0.7340496618158339,,1
136.0,3e-09,3e-10,55.0,0.0,725182000.0,1.5,-2.7996982004956825,-1079.7865882523797,-3.4134781771475535,1379.594961259484,1304.5338193047403,-0.7093649573700878,,1
137.0,3e-09,3e-10,55.0,0.0,725182000.0,4.5,35.16254868410434,198.6059881578955,-2.355126465547593,527.6547596936381,574.9711565642776,2.87978840637515,,0
138.0,3e-09,3e-10,55.0,0.0,7251820000.0,0.5,-2.4514786727275806,-1213.8328278653269,-3.5622680144868806,1379.594961259484,1276.840567811009,-0.9543209404673576,,1
139.0,3e-09,3e-10,55.0,0.0,7251820000.0,1.5,31.906250226367135,139.55570472763003,-1.9716513684270764,550.9517839723918,611.368552375431,2.265713448458178,,0
140.0,3e-09,3e-10,55.0,0.0,7251820000.0,4.5,234.48718400708867,18.071613399990945,1.9359672978831077,435.8370757715209,874.2839895363167,0.02119263850692927,,0
141.0,3e-09,3e-10,55.0,0.0,72518200000.0,0.5,1.795705864647018,1940.908627061473,-0.9846107578285056,390.1566360092785,,,,1
142.0,3e-09,3e-10,55.0,0.0,72518200000.0,1.5,228.3165918282981,32.72715165636923,2.824716980996427,412.99685589039973,790.0877557662327,0.16866117555587878,,0
143.0,3e-09,3e-10,55.0,0.0,72518200000.0,4.5,1112.9887102030514,14.977566728120456,5.461310850864672,321.17917196832406,679.1096996139183,-0.04423285494226372,,0
144.0,3e-09,3e-10,55.0,0.25,725182000.0,0.5,-3.538945136078851,-760.1693165479245,-1.635280625855574,1379.594961259484,1356.66271166068,-0.6080621459063661,,1
145.0,3e-09,3e-10,55.0,0.25,725182000.0,1.5,-2.8769475159546407,-1042.4811982896977,-0.8740329940682319,1379.594961259484,1272.7220051525237,-0.9069454736838087,,1
146.0,3e-09,3e-10,55.0,0.25,725182000.0,4.5,47.891243580140596,153.55972408720288,5.390372347364242,504.81453981251695,717.2484175783803,0.7722069079041758,,0
147.0,3e-09,3e-10,55.0,0.25,7251820000.0,0.5,-2.5495350233381364,-1108.634838132751,0.7434103699409629,1379.594961259484,1280.6817528128022,-1.0313970804247998,,1
148.0,3e-09,3e-10,55.0,0.25,7251820000.0,1.5,38.73808217907745,115.59742441578997,-0.9009158592426691,550.9517839723918,736.4909896625913,0.9009932577593135,,0
149.0,3e-09,3e-10,55.0,0.25,7251820000.0,4.5,314.2209244483269,-13.243224524855123,-2.047666920650056,435.8370757715209,1037.590070760202,-0.21432412138080992,,0
150.0,3e-09,3e-10,55.0,0.25,72518200000.0,0.5,1.8564456076149431,1840.0966491190213,-1.3166043232870228,390.1566360092785,,,,1
151.0,3e-09,3e-10,55.0,0.25,72518200000.0,1.5,301.122338513227,7.914553363789663,0.062368116317201724,435.8370757715209,936.7535209002378,-0.15449646048277438,,0
152.0,3e-09,3e-10,55.0,0.25,72518200000.0,4.5,1442.0562133956298,0.9905992429581714,3.1008056308499627,321.17917196832406,811.3377646055715,-0.2568861157039174,,0
153.0,3e-09,3e-10,55.0,1.0,725182000.0,0.5,-7.688110066066112,-532.0637929138555,-3.2984505458439046,3425.1650538126873,1550.946591585327,-0.11373233716529113,,1
154.0,3e-09,3e-10,55.0,1.0,725182000.0,1.5,-7.671609804353281,-722.6489510857166,-3.7056099956948145,3870.549341494551,1559.8010156942364,-0.03559407383449938,,1
155.0,3e-09,3e-10,55.0,1.0,725182000.0,4.5,78.41151831861994,42.829808966905716,1.239344314063443,849.7018600174554,1299.4033145857,-0.380297068995578,,0
156.0,3e-09,3e-10,55.0,1.0,7251820000.0,0.5,-7.7039030451931785,-510.84998431696545,-3.0751488310627257,1379.594961259484,1516.6593463153756,-0.14090274809096423,,1
157.0,3e-09,3e-10,55.0,1.0,7251820000.0,1.5,63.82460049885951,-33.69440104236928,1.2796153180265986,619.4724436157554,1361.718909695306,-0.3309267986301134,,1
